Reward,Action,Angle,AngleSpeed
-6.457002113828439,2.020330459170781,2.60593331268507,1.6304543514485372
-7.06072656937753,2.0220546741227845,2.7215963354648305,2.3132604555952074
-7.94620400675765,2.05394812918822,2.8675502491637443,2.91907827397828
-9.078946228440254,2.047917122737227,3.0386526078058327,3.422047172841768
-10.408450356240625,2.027309451784253,3.228608404151436,3.7991159269120605
-10.777768239124738,2.1011084714455013,3.430305226171737,4.033936440406027
-9.770189077134917,2.0807976398187455,3.6363251112284654,4.120397701134563
-8.707636618461903,2.1139526511914872,3.8395401385839643,4.064300547109981
-7.627255603724574,2.1246432009144596,4.033655922891162,3.8823156861439525
-6.571619959464995,2.0995555280884517,4.213582879482486,3.5985391318264774
-5.582202597058378,2.147842810572341,4.375579048998001,3.2399233903103184
-4.692671993761538,2.1176343382176177,4.517182204259353,2.832063105227023
-3.9248251027227066,2.1101018921836694,4.636997575185071,2.396307418514378
-3.2881629733719495,2.121421780703113,4.734419468091331,1.9484378581251955
-2.7823166330242977,2.0524854266089094,4.809350460799324,1.4986198541598732
-2.400775301132946,2.0220235295354034,4.861957594106011,1.0521426661337407
-2.1345886313982465,2.0324786993246975,4.892483397981761,0.610516077514994
-1.9753247883369087,2.0195575896036897,4.901115697425235,0.17264598886947513
-1.9170436497778978,1.986600066465495,4.887813350748643,-0.2660469335318361
-1.9572379117218424,1.7598061949423185,4.850785079387732,-0.7405654272182125
-2.106937918914553,0.5690264820802339,4.780883061550181,-1.3980403567510098
-2.4551303200101326,-1.6633096153544389,4.661094151696998,-2.3957781970636534
-3.2090833269706653,-1.9819922611532363,4.488989623308617,-3.4420905677676297
-4.4077926558127825,-1.9636079344106474,4.265589911469763,-4.467994236777082
-6.070790569445174,-1.9499073486640466,3.9937470902019645,-5.436856425355973
-8.201327009429198,-1.9644034916660724,3.678944972034542,-6.296042363348451
-10.749894551073167,-1.952404612000708,3.3303049472990103,-6.972800494710639
-13.585194939891256,-1.9229784759912247,2.9602078012793016,-7.40194292039417
-14.245521845534203,-1.9533865726043593,2.5822249514473827,-7.55965699663838
-12.38642016664245,-1.9217377767655155,2.2097284573215017,-7.449929882517621
-10.436719357404636,-1.916762078420403,1.852958736127902,-7.135394423871993
-8.527448136860757,-1.6145279947063123,1.5200971398911034,-6.657231924735974
-6.745173542991087,1.6138582073997556,1.2367912953907347,-5.6661168900073715
-4.744140769476972,2.0298042403971563,1.0039130867820891,-4.65756417217291
-3.1811318876032146,2.0338581333163095,0.8176690826794044,-3.724880082053694
-2.059981951668958,1.981428860985481,0.6736440566735133,-2.880500520117822
-1.2872089448370285,1.9194543770499926,0.5674088690533448,-2.1247037524033714
-0.7765611233599476,1.7809253583053886,0.49468495026939385,-1.4544783756790176
-0.45832231856798084,1.4347069433026594,0.45052462332754833,-0.88320653883691
-0.2817146071529339,0.8583658334749193,0.42913096025377634,-0.4278732614754395
-0.20255338955858546,0.30406532471547043,0.42562081403090324,-0.07020292445746257
