Reward,Action,Angle,AngleSpeed
-0.25402537546542037,0.7941351460064432,0.5152650058271998,0.300800774298604
-0.2745707727206866,-0.15695830248248166,0.54760656218781,0.6468311272122048
-0.3419846214011016,-0.5221338304386086,0.595556312420158,0.9589950046469617
-0.4467971218860068,-0.37770190458531283,0.6617096500069856,1.3230667517365506
-0.612919222175154,0.09485941026505312,0.7516169293770214,1.7981455874007173
-0.8882818181539224,-0.1451009266439287,0.8660417377100809,2.28849616666119
-1.2741636801798035,-0.6433647811399248,1.0042077063121297,2.7633193720409785
-1.7728868347322326,-0.9275355119180908,1.1670572946684963,3.2569917671273316
-2.4237952115150696,-0.986379928119907,1.3569939777387579,3.7987336614052327
-3.2856979288165946,-1.1079396048605459,1.575267284118428,4.365466127593404
-4.388553493126506,-1.1649144157927018,1.8223033575779137,4.9407214691897146
-5.7622930539427,-0.6562494127577353,2.1007377532992466,5.568687914426659
-7.514996396239609,0.9320832981502792,2.4185191492525675,6.355627919066418
-9.8917033208393,1.7515196191548839,2.7742504010529263,7.114625036007177
-12.758381726144183,-0.35706876627212736,3.1407712471220437,7.330416921382344
-15.239738069289084,-1.3389616916339588,3.497280683242983,7.1301887224187865
-12.845645037568962,-0.6491087480620541,3.8358629758221543,6.771645851583423
-10.575034727856151,0.3596948271460265,4.153149548202787,6.345731447612647
-8.564195585752543,0.5590086856784799,4.442841478136671,5.793838598677673
-6.743761929231409,0.19987341580548612,4.697886527699001,5.10090099124661
-5.115394098191359,0.5502596829329038,4.919562468335473,4.433518812729425
-3.827851290234518,1.6658743454009715,5.11703435825496,3.9494377983897553
-2.9237139280127775,2.380337493002248,5.295034670656582,3.560006248032438
-2.247806129063818,2.440504109399116,5.456722114713485,3.233748881138057
-1.732754591127422,2.460391770307627,5.605826814206993,2.982093989870155
-1.352102984444074,2.3984747459380618,5.746428881117233,2.8120413382048133
-1.082865109696503,2.3039891839341298,5.8828552761354125,2.7285279003635807
-0.9077900063498867,1.7433938992116964,6.017742539154545,2.6977452603826504
-0.7992989185669974,1.0276704133603083,6.150499709477755,2.6551434064641826
-0.722783269580581,0.44626321164356486,6.281642731078053,2.622860432005964
-0.6879426054062725,0.023265575261118998,6.412902397911943,2.6251933366778095
-0.7060185468364829,-0.1673849296066119,6.547757438350776,2.6971008087766606
-0.7975944275553971,-0.40092105527228633,6.689411682544692,2.8330848838783074
-0.9678199607083937,-0.40385237419958303,6.842854994994288,3.0688662489919274
-1.2550247281021423,0.023732327308436607,7.016385286533482,3.470605830783876
-1.7421095767943298,-0.12993768765966812,7.214037948889396,3.953053247118272
-2.429570937312972,-0.6490757117710925,7.436902395442884,4.457288931069761
-3.3188418615660953,-1.0179785418428273,7.68641735349243,4.990299160990914
-4.461046668764052,-1.295346033327481,7.963191988428869,5.5354926987287785
-5.888402184940382,-1.3460290227907792,8.267147998469685,6.079120200816334
-7.632539995121417,-0.9283281171236373,8.59848607582113,6.62676154702891
