Reward,Action,Angle,AngleSpeed
-4.162240070939189,1.3230444208044871,-2.085775442265758,-1.1367053241526228
-4.480788297737467,1.05792380768007,-2.167312642733289,-1.6307440093506194
-4.963248080944218,0.26718381195300867,-2.2778696260647506,-2.2111396666292302
-5.678798028992453,-1.0927639772447324,-2.425132327265774,-2.945254024020467
-6.752718931350385,-2.0955829526858816,-2.6120220059582904,-3.7377935738503205
-8.223769039682045,-2.450091919868828,-2.8328552913893463,-4.41666570862112
-9.979762700123588,-2.4856566501828703,-3.0800831746165027,-4.944557664543132
-11.935777412354897,-2.4631166313805473,-3.3446162091056078,-5.290660689782097
-11.438297397595873,-2.4294140619458116,-3.6165880546991502,-5.439436911870847
-10.073488298758516,-2.376836203532607,-3.8864098618896623,-5.39643614381024
-8.65993643319613,-1.8032172995131592,-4.1443368951579265,-5.158540665365285
-7.236060552588823,0.57779179512702,-4.36631984491917,-4.439658995224877
-5.646143212250716,0.8442822133389035,-4.546693927951684,-3.607481660650269
-4.316840665976663,-0.21438901799859156,-4.691689530377751,-2.89991204852134
-3.377565213769302,-1.938405859282654,-4.813731210222165,-2.440833596888286
-2.7590622078348117,-2.199309883561612,-4.913465292455172,-1.9946816446601408
-2.278008405091059,-2.2346403793897633,-4.991454917937958,-1.559792509655724
-1.9158626658081392,-2.27232743105872,-5.048395300203523,-1.138807645311296
-1.6583946466298929,-2.2349882207479252,-5.084932720547918,-0.7307484068878899
-1.4932085847864036,-2.193640513839024,-5.101542473097192,-0.33219505098548663
-1.4113151425281978,-2.101855437538441,-5.098456079620226,0.061727869539330904
-1.4079643756211857,-2.129149999413336,-5.07562979316044,0.4565257291957225
-1.483031893579814,-2.139227554036444,-5.032750372098975,0.8575884212292999
-1.6411333168927094,-2.20190033253753,-4.969278888249409,1.2694296769913205
-1.8914952481885505,-2.2108643175354623,-4.884537972627416,1.6948183124398692
-2.247455277668043,-2.22221712950957,-4.777851347511547,2.1337325023173768
-2.725311769274416,-2.214638174057958,-4.648745043484366,2.582126080543603
-3.3421324851704473,-2.229046594496686,-4.497214661650474,3.0306076366778485
-4.112149411440685,-2.249358498769646,-4.3240490602324675,3.4633120283601233
-5.0416678546804325,-2.253658251100577,-4.131175749005772,3.857466224533913
-6.123149705813447,-2.017015812636057,-3.921960044480284,4.184314090509762
-7.326854610312687,0.7883072367059062,-3.6804492648711493,4.830215592182685
-9.109922824389923,1.6092394980439526,-3.4076258779756112,5.456467737910764
-11.248627199645636,1.5751670627730943,-3.1131297524113637,5.889922511284953
-13.16229702263412,1.2654834614315589,-2.810209715568645,6.058400736854371
-11.56809027356543,0.624242947309475,-2.514808520472432,5.90802390192426
-9.816522513773217,1.3364043406233357,-2.2313796630882052,5.668577147684544
-8.195819987796309,1.8676453163096411,-1.963554757474009,5.35649811228392
-6.728206293855294,1.8579035406495874,-1.716440206017917,4.942291029121844
-5.392362802289757,1.889909998148684,-1.4922543045166052,4.483718030026232
-4.240688141989623,1.8688219184967985,-1.291436632151121,4.016353447309682
-3.2844622140003605,1.8825880502366545,-1.112545756657187,3.5778175098786784
