Reward,Qmax,MaxAngle_raw,MaxAngleSpeed_raw,MaxAngle,MaxAngleSpeed
-4.1283313038979985,0.00130693378939291,0.6873803667785893,0.005723659009436075,0.6873803667785893,1.4427488853458432
-3.4724248066577714,0.002590480777107404,0.0026980312625688625,1.2435012080201693,0.631104520823686,1.2435012080201693
-0.11786110587269985,0.002921639997792903,0.03394235013527818,0.5174364774282741,0.03394235013527818,0.5174364774282741
-3.0215304494163973,0.003562553437080365,0.0028198979245849984,1.297788032754105,0.5814937098029148,1.297788032754105
-1.1084330308243966,0.004846448240212011,0.3401693306828683,0.003338700488269559,0.3401693306828683,0.8802254348059813
-0.24768701940746896,0.005744473156917035,0.15379491857928346,0.0018410905505825575,0.15379491857928346,0.4871306818548744
-5.381873561796152,0.007434345512702388,0.7789645992640043,0.0060541636238436525,0.7789645992640043,1.5141287117872122
-1.954639556170184,0.008075167291596456,0.4707357198207536,0.003792030159183933,0.4707357198207536,0.9950749893154712
-2.1798328954458164,0.009134562194684342,0.001892490149238289,0.9032090224356508,0.4876396166773366,0.9032090224356508
-1.2974368202066726,0.008613429643007828,0.0015719586476087204,0.7589618282817922,0.38560010947595474,0.7589618282817922
-1.6631486995235971,0.008450739174594532,0.0017562203139886384,0.8368130015495575,0.4358533520541452,0.8368130015495575
-0.1604518132958683,0.008757224947625968,0.028422330520443174,0.6165700451300222,0.02842233052044317,0.6165700451300222
-1.4215133664354889,0.00871764224528068,0.3988616105588052,0.0027775823209079,0.39886161055880526,0.7468414583798451
-0.4178129939262975,0.008722779687363002,0.1856307461337806,0.0034453158496957964,0.1856307461337806,0.7326710350618739
-1.4446962699576815,0.00889295656655227,0.0014620879530843204,0.7049763552950173,0.3863914900302463,0.7049763552950173
-3.443187292390377,0.009371072365130163,0.6170307717307109,0.004496099365052394,0.6170307717307109,1.1649090802872841
-2.0507162284357374,0.009461174105953929,0.4691241861039813,0.004430794695265582,0.4691241861039813,1.1494709744824674
-0.7985631053133877,0.009416262935098242,0.0010759084949295862,0.5236727993599465,0.2884120731573213,0.5236727993599465
-0.6349336976548274,0.009697375503186157,0.0009031759638935742,0.4403152881992685,0.2439741683845033,0.4403152881992685
-1.5623619959429047,0.008921720183468493,0.0014467468764285465,0.6998485188236789,0.3845873709695985,0.6998485188236789
-0.3632079325030612,0.008994284245049833,0.17393466527746446,0.2748281595025851,0.17393466527746448,0.3143526055824491
-0.10161524838408606,0.00867716532584336,0.06743141550900053,0.00765336614995222,0.06743141550900053,0.4514070706934797
-0.19288788750338506,0.00872807081639018,0.09536428563039544,0.4588002095618414,0.09536428563039545,0.4588002095618414
-0.9369153291962344,0.008583509849955389,0.3261353035073373,0.0025313643478512395,0.3261353035073373,0.6753576285382975
-0.29301764656817403,0.008909043547084284,0.15662454911524534,0.2419813007124945,0.15662454911524534,0.2829824919084946
-4.905154237339488,0.00816419371754755,0.003333611530466831,1.492755874869115,0.750406844715221,1.492755874869115
-0.6767565025273617,0.007994809218368789,0.2698036199250097,0.002408623587391037,0.2698036199250097,0.6503219824599357
-0.16419856864723076,0.008123260075647627,0.0002604108895584552,0.1281385441906773,0.07128201485758867,0.5134542102505513
-0.29545650571844745,0.008097925829471804,0.0006559935108887987,0.3208485980152249,0.17722874732058475,0.3208485980152249
-4.630434514842054,0.00814591248252958,0.003084119256757159,1.407043245724784,0.7245530610384118,1.407043245724784
-0.25846093330716885,0.008088741905463102,0.14219942667810231,0.0030992508905944628,0.14219942667810231,0.5972225105632764
-1.287523908923658,0.008062910861873895,0.0013724894092629102,0.6636716571527034,0.36425954778015696,0.6636716571527034
-0.3007334357452497,0.008047936081736531,0.1423789989313746,0.3989223836193304,0.1423789989313746,0.3989223836193304
-3.975829944325716,0.007941276655209498,0.0028767349746067505,1.3154831798037203,0.6741635759348159,1.3154831798037203
-1.842736350740908,0.0073294815204887846,0.0021180690712662878,1.0010131660609425,0.454078160581121,1.0010131660609425
-3.954014346488656,0.007764371114329028,0.002666616835189876,1.2310839819905006,0.655647595004145,1.2310839819905006
-2.1540435544225542,0.007465595638042494,0.490178646834021,0.004196650594186133,0.49017864683402096,1.093160905225653
-3.3141998645563264,0.007366461478098852,0.0027355197518580967,1.2637542218610618,0.6167039626530896,1.2637542218610618
-3.0167938057389243,0.0072961677024936545,0.5618594968852294,0.1019872730020992,0.5618594968852294,1.0383400282388249
