Reward,Action,Angle_unwrap,AngleSpeed,Angle
-8.752046765066474,1.8847178223512815,-2.915342947019421,0.7311130547730927,-2.915342947019421
-8.556218022684847,1.8817263517842628,-2.8730865114246984,0.8451287118944695,-2.8730865114246984
-8.329579217999212,1.8785265241223736,-2.8266895545077824,0.9279391383383124,-2.8266895545077824
-8.079823040696809,1.8820464094704958,-2.7777919121472596,0.9779528472104462,-2.7777919121472596
-7.815378261144646,1.900309663505542,-2.7279855266408903,0.9961277101274072,-2.7279855266408903
-7.5446107817793076,1.8651291453313985,-2.6792624812503947,0.9744609078098996,-2.6792624812503947
-7.276908463363237,1.8717942841682245,-2.6332272858499293,0.9207039080093302,-2.6332272858499293
-7.022126719251276,1.8631188057467416,-2.5914718236181487,0.8351092446355919,-2.5914718236181487
-6.788556206100067,1.7576257979759902,-2.556138801737624,0.7066604376105037,-2.556138801737624
-6.586219666625963,1.5611519685539992,-2.5298188041137,0.5263999524784799,-2.5298188041137
-6.428911786111626,1.1040441419700526,-2.516755493810108,0.2612662060718436,-2.516755493810108
-6.340902281664863,0.13439865320292874,-2.5246203888988883,-0.15729790177559544,-2.5246203888988883
-6.377355580591537,-1.0831479849333343,-2.5623052048447863,-0.7536963189179646,-2.5623052048447863
-6.625316080476797,-1.7613357394516225,-2.633728580406851,-1.4284675112413043,-2.633728580406851
-7.144411371096617,-1.9578541257043351,-2.7380725625239,-2.0868796423409752,-2.7380725625239
-7.936548021807914,-2.001152160031347,-2.8721412249487805,-2.6813732484976165,-2.8721412249487805
-8.972171465826149,-2.0018803363274458,-3.0311924886038297,-3.181025273100987,-3.0311924886038297
-10.20383379135666,-1.9528721355124885,-3.2090218947176616,-3.5565881222766382,3.074163412461925
-10.71903373798572,-1.9029304543909875,-3.3985965983909696,-3.791494073466157,2.884588708788617
-9.761922832764373,-1.87831919031316,-3.592726794315958,-3.8826039184997785,2.6904585128636285
-8.749540498679584,-1.8740785587152664,-3.7845630861358055,-3.836725836396935,2.498622221043781
-7.718560994578619,-1.8443092791847604,-3.967747621004403,-3.663690697371954,2.3154376861751835
-6.706969980476644,-1.8588569916421476,-4.137298670685377,-3.391020993619472,2.1458866364942097
-5.7580287858376575,-1.8157618886927025,-4.289000065077467,-3.034027887841773,1.9941852421021198
-4.9001862887755125,-1.6967576543099567,-4.419238323100993,-2.6047651604705533,1.8639469840785934
-4.155105959159839,-1.525596796023548,-4.525018375214394,-2.115601042268032,1.7581669319651925
-3.5409358074499875,-1.4859575328843169,-4.605099455405707,-1.601621603826247,1.6780858517738795
-3.0745524378313305,-1.4356656029061825,-4.6586636527012875,-1.0712839459116212,1.624521654478299
-2.7550237036456093,-1.0900314215221854,-4.682957192844927,-0.4858708028727712,1.6002281143346597
-2.5846163337120807,-0.5284620105523279,-4.673730438710021,0.1845350826981147,1.6094548684695653
-2.5940525810018875,-0.5498069541779855,-4.6311552547951464,0.8515036782975034,1.65203005238444
-2.802947093484016,-1.1126311550823405,-4.559548466233911,1.4321357712247087,1.723636840945675
-3.1776711382808167,-1.2829232609511243,-4.460500754314071,1.980954238396788,1.8226845528655151
-3.715771292625525,-1.0836714948464659,-4.3332639458516855,2.544736169247713,1.949921361327901
-4.449951151555439,-0.4354527354739622,-4.174455952055586,3.176159875921988,2.1087293551240003
-5.455771535542893,0.4825832980275482,-3.9798247252900696,3.8926245353103233,2.303360581889517
-6.82225110468583,1.2363483301363072,-3.748041063656665,4.635673232668103,2.5351442435229212
-8.577609529126791,1.306354336246542,-3.485086514517908,5.259090982775136,2.7980987926616785
-10.595723851261477,0.7504673584238359,-3.2038742513028584,5.624245264300983,3.0793110558767283
-12.645578364959464,0.4564064127626397,-2.9169048897235026,5.739387231587129,-2.9169048897235026
-11.802482275009758,0.3025886751715754,-2.6360211875297868,5.6176740438743185,-2.6360211875297868
-10.104930579477854,0.7047780146838878,-2.3680131812436707,5.360160125722309,-2.3680131812436707
-8.48279599968891,1.4757763403708724,-2.115138121712569,5.057501190622045,-2.115138121712569
-7.034328440112243,1.6393098780064363,-1.882048300506772,4.66179642411594,-1.882048300506772
-5.718009929758817,1.633870964419308,-1.6724026057514618,4.1929138951062,-1.6724026057514618
-4.557200460341595,1.489057231892338,-1.4888955763098286,3.6701405888326617,-1.4888955763098286
-3.5659703554943323,1.47211553882821,-1.3317219806214555,3.14347191376746,-1.3317219806214555
-2.7641687010805778,1.5948981615638924,-1.1990200583099102,2.6540384462309063,-1.1990200583099102
-2.1448816682579466,1.6853962801875566,-1.0886157969860273,2.2080852264776567,-1.0886157969860273
-1.6764175800442689,1.9414401504701184,-0.9968752054693216,1.834811830334112,-0.9968752054693216
-1.3344136205529038,2.176166275751068,-0.9216263094150072,1.5049779210862868,-0.9216263094150072
-1.0798909085016468,2.2751921729518387,-0.8612493815540871,1.2075385572184048,-0.8612493815540871
-0.8915654339442081,2.311540593555593,-0.8143220954885074,0.9385457213115934,-0.8143220954885074
-0.7552072823000239,2.3289495854588345,-0.7796670773532587,0.6931003627049751,-0.7796670773532587
-0.6599195627867492,2.3019622203335945,-0.7563761605060064,0.4658183369450442,-0.7563761605060064
-0.5978035684852324,2.267618430375711,-0.7438211275826546,0.2511006584670351,-0.7438211275826546
-0.5635750239065898,2.3130217121075747,-0.7416575233356172,0.043272084940748856,-0.7416575233356172
-0.5542431292538333,2.2790488469375387,-0.7498255821013102,-0.16336117531386152,-0.7498255821013102
-0.5689070909335613,2.254078176294038,-0.7685503082427798,-0.3744945228293908,-0.7685503082427798
-0.6086941910629935,2.2250158292615976,-0.7983410503209046,-0.5958148415624958,-0.7983410503209046
-0.6768479651700992,2.2163345160890584,-0.8399892662590964,-0.8329643187638354,-0.8399892662590964
-0.7789649230638656,2.2066418498586406,-0.8945613305305979,-1.0914412854300313,-0.8945613305305979
-0.9233643820347897,2.241818777080312,-0.963380942680988,-1.3763922430078028,-0.963380942680988
-1.1215484013821146,2.2535957984000934,-1.0479927768619053,-1.6922366836183445,-1.0479927768619053
-1.3886553596930884,2.2955458907472392,-1.1500954638957583,-2.0420537406770616,-1.1500954638957583
-1.7437179240549174,2.2847728072060582,-1.2714282608760026,-2.4266559396048857,-1.2714282608760026
-2.2093957274761435,2.31817411407818,-1.4135931721431618,-2.843298225343185,-1.4135931721431618
-2.810680136153737,2.298300771900463,-1.5777956712840695,-3.2840499828181517,-1.5777956712840695
-3.571937609287538,2.301234374524983,-1.7644972518507909,-3.7340316113344265,-1.7644972518507909
-4.51174975923347,2.2703853801418954,-1.9729975283771453,-4.170005530527089,-1.9729975283771453
-5.635613859444973,2.2519471620305183,-2.201005363966813,-4.5601567117933515,-2.201005363966813
-6.927927535822076,2.2363798359740104,-2.4443096122129173,-4.866084964922098,-2.4443096122129173
-8.344116366906205,1.2603959559013065,-2.7022410383193622,-5.158628522128897,-2.7022410383193622
-9.96582443526933,-1.6040521063381403,-2.9881535832887764,-5.718250899388287,-2.9881535832887764
-12.201747153370581,-1.687003619892088,-3.2924500689812235,-6.085929713848941,2.990735238198363
