Reward,Action,Angle_unwrap,AngleSpeed,Angle
-5.270007354585623,2.6972446387598006,2.362050395569559,1.548126690378801,2.362050395569559
-5.8229516961566326,2.715200768135208,2.480817502484618,2.3753421383011832,2.480817502484618
-6.722680508032937,2.699346209713016,2.637599448064614,3.1356389115999197,2.637599448064614
-7.944153986824713,2.7227252359753624,2.8274911214363123,3.7978334674339513,2.8274911214363123
-9.441059946437312,2.6833210156444087,3.0439688730449603,4.329555032172967,3.0439688730449603
-11.144251177728028,2.5863444819107264,3.279101704232327,4.702656623747336,-3.0040836029472597
-11.239514505939093,1.8703690424706,3.5231219492491546,4.880404900336553,-2.760063357930432
-10.001514275427825,1.315042400346929,3.763042253346905,4.798406081955014,-2.520143053832682
-8.655955793526612,1.5377545354217508,3.992662678423022,4.59240850152233,-2.2905226287565648
-7.359515497331339,2.2061810381996723,4.2090836220014864,4.328418871569267,-2.0741016851781002
-6.179418793234332,2.5073720550924583,4.407654824420344,3.9714240483771626,-1.875530482759242
-5.098835488961963,2.6342798603158184,4.585453773713799,3.555978985869117,-1.6977315334657874
-4.150791014518369,2.635974320273227,4.741054427828419,3.112013082292392,-1.5421308793511674
-3.350630191484304,2.630687806282027,4.8741704879107575,2.6623212016467805,-1.409014819268829
-2.698118178992964,2.621468680381446,4.985276227105858,2.222114783902022,-1.297909080073728
-2.182347391421419,2.6252086046589533,5.075269587767877,1.7998672132403402,-1.2079157194117098
-1.7870125837316606,2.6123468445172606,5.145205016742214,1.3987085794867409,-1.1379802904373728
-1.4946377104569084,2.622660917754057,5.1960983873234525,1.0178674116247652,-1.087086919856134
-1.289363378087066,2.6405867591133068,5.228793911750517,0.6539104885412936,-1.0543913954290691
-1.1585011074572924,2.646910707988232,5.2438794404540126,0.3017105740699436,-1.039305866725574
-1.0932596116607576,2.5747893843413747,5.241637995338087,-0.044828902318502784,-1.041547311841499
-1.0890217658525587,2.5482413070603323,5.222027057403793,-0.3922187586859184,-1.0611582497757939
-1.1454403865337381,2.5335764107942707,5.184681576980247,-0.7469096084709115,-1.0985037301993394
-1.2664978415844816,2.5503510992745504,5.128941309287622,-1.1148053538524936,-1.154243997891964
-1.4605583043674422,2.533738203805412,5.053907691540951,-1.5006723549334164,-1.2292776156386351
-1.740325207996348,2.4822271731393566,4.958539807246836,-1.9073576858823191,-1.3246454999327508
-2.1197091052499326,1.1054730066412946,4.835093312667253,-2.4689298915916544,-1.4480919945123338
-2.708323138773518,-1.3383696213421543,4.664390998518076,-3.4140462829835228,-1.6187943086615102
-3.7880141270632666,-1.3956758481144202,4.44576430358311,-4.372533898699326,-1.8374210035964762
-5.289981161234474,-1.3999811604156849,4.180462785841032,-5.306030354841567,-2.102722521338555
-7.238755082202671,-1.3846544003078718,3.8724576707860354,-6.160102301099924,-2.410727636393551
-9.608246740178,-1.39748606601505,3.528939636207125,-6.870360691578207,-2.7542456709724616
-12.30793801652745,-1.3722963304654194,3.1609643811418127,-7.359505101306237,-3.122220926037774
-15.16644066461545,-1.3948548354681702,2.7818013204608656,-7.583261213618948,2.7818013204608656
-13.491040942868805,-1.4273377152019708,2.405136186976353,-7.533302669690246,2.405136186976353
-11.461802865141614,-1.4345298610478463,2.0428995881236545,-7.2447319770539735,2.0428995881236545
-9.424028725660893,-1.4056516532386432,1.7035186185717537,-6.787619391038017,1.7035186185717537
-7.511222908572695,-1.4385843710219732,1.3905184656630538,-6.260003058173993,1.3905184656630538
-5.856194146606419,1.9719823583668437,1.1292004520464485,-5.226360272332111,1.1292004520464485
-4.01057783052304,2.541870048795868,0.9167850921306168,-4.248307198316633,0.9167850921306168
-2.649306310279836,2.5389856562013464,0.7491316018103937,-3.353069806404457,0.7491316018103937
-1.6895058694931293,2.507628550135957,0.6220157279575576,-2.5423174770567245,0.6220157279575576
-1.0372413812413772,2.466121827419571,0.5317501492259726,-1.8053115746316992,0.5317501492259727
-0.6126732093517628,2.48734235988757,0.4754986682692941,-1.125029619133572,0.4754986682692941
-0.3566681479186552,2.3770220732151834,0.4514140067761072,-0.4816932298637374,0.4514140067761072
-0.23007264167231456,1.759317876052939,0.45688316699655196,0.10938320440889693,0.45688316699655196
-0.2102826207102993,0.5864502407060173,0.4832939456132527,0.528215572334013,0.4832939456132527
-0.2615378351972078,-0.2522463977288257,0.5252390654266814,0.8389023962685742,0.5252390654266814
-0.3466599291046419,-0.6388506929107568,0.5811960497702701,1.1191396868717731,0.5811960497702701
-0.46421678443907594,-1.0865414384020469,0.6495923731582159,1.3679264677589176,0.6495923731582159
-0.6111213022339563,-1.4243485700819276,0.7299884016583593,1.6079205700028665,0.7299884016583593
-0.7936952798781334,-1.5071023119127307,0.8240884500255901,1.8820009673446143,0.8240884500255901
-1.0357140857269018,-1.549047498534586,0.9340929773502296,2.2000905464927927,0.9340929773502296
-1.35892687176105,-1.5353631978582798,1.0627345359580107,2.5728311721556216,1.0627345359580107
-1.7935609638608068,-1.4866895780056206,1.2129892623820149,3.0050945284800843,1.2129892623820149
-2.3763340014682006,-1.389869887450382,1.3879449804281667,3.499114360923037,1.3879449804281667
