Reward,Action,Angle_unwrap,AngleSpeed,Angle
-2.4051077740598967,-1.3674294500340212,1.596590170298868,1.2487433768550025,1.596590170298868
-2.7068579495427354,-1.3497316488271305,1.6863918776727451,1.7960341474775436,1.6863918776727451
-3.168129479269349,-1.279862609111779,1.8038443506279669,2.3490494591044313,1.8038443506279669
-3.8067343002890537,-1.037556198353557,1.950001414305308,2.92314127354682,1.950001414305308
-4.65729203791708,-0.5577020827358727,2.126811682041663,3.536205354727108,2.126811682041663
-5.773883368328012,0.2839126257403234,2.337602480756684,4.215815974300415,2.337602480756684
-7.242154470890322,0.6772591334671509,2.580477611211312,4.857502609092563,2.580477611211312
-9.019040349208758,0.8015531871408268,2.8493192878018303,5.376833531810363,2.8493192878018303
-11.010394007562967,0.8600702549265473,3.135416363422192,5.721941512407224,3.135416363422192
-13.106004681677506,1.0523509495215988,3.429637680572726,5.884426343010692,-2.8535476266068605
-11.606721793355732,1.1577553326458636,3.721889225008053,5.845030888706537,-2.5612960821715336
-9.978199648946179,1.2342687736390792,4.002837585860597,5.618967217050876,-2.2803477213189898
-8.360052872075645,1.6696955775496978,4.267859130449609,5.300430891780243,-2.0153261767299777
-6.874131128208949,1.7705269673326898,4.512304141839915,4.8889002278061255,-1.7708811653396712
-5.529353737427609,1.7886005503010258,4.733411792876331,4.422153020728311,-1.5497735143032554
-4.360547470303115,1.790472226425209,4.930456272030336,3.940889583080097,-1.35272903514925
-3.3861681546915565,1.797565451607259,5.104370589548169,3.4782863503566595,-1.1788147176314177
-2.603081670074288,1.9052396337737207,5.257918434586221,3.0709569007610558,-1.0252668725933651
-1.9982497886705737,2.0198514019117244,5.394409303662957,2.7298173815347053,-0.8887760035166299
-1.53911307807989,2.1656235404291992,5.516788893957678,2.4475918058944304,-0.7663964132219088
-1.1904340270275622,2.3286250150045524,5.628160596594213,2.2274340527307115,-0.655024710585373
-0.9292036174038876,2.3688891551676137,5.731688092737424,2.070549922864238,-0.5514972144421624
-0.7368668758447735,2.416457853352005,5.830566974331659,1.977577631884675,-0.45261833284792746
-0.5999446842430961,2.2693022329862584,5.928046291776343,1.949586348893661,-0.3551390154032437
-0.5099280934172191,1.9276099129185649,6.0269431569736085,1.9779373039453447,-0.25624215020597796
-0.4592332471512754,1.5328436891068484,6.12783207995588,2.017778459645404,-0.15535322722370662
-0.43295712179376417,1.2959573156727353,6.232638342222336,2.0961252453291164,-0.05054696495725011
-0.44259681314522975,0.817137117156842,6.3416784287489385,2.180801730532065,0.05849312156935202
-0.4790151794102592,-0.06415099506117211,6.452429624266558,2.2150239103523908,0.1692443170869715
-0.5197026526526066,-0.6526265724684774,6.564602527163057,2.243458057929996,0.2814172199834706
-0.5830595748825373,-0.7439875067561481,6.6816099261669635,2.340147980078122,0.39842461898737697
-0.7066368427248627,-0.5151784576767224,6.809302243151048,2.553846339681645,0.5261169359714618
-0.9290323206802016,-0.14204820896481926,6.954760918690409,2.9091735107872494,0.6715756115108229
-1.2973638872187419,-0.14502984515251538,7.122465128421753,3.354084194626898,0.8392798212421668
-1.8297013731502891,-0.5680460733121134,7.313815076391617,3.826998959397274,1.030629769212031
-2.5271023050902603,-0.5589994467180881,7.533133392369316,4.386366319553926,1.2499480851897296
-3.4868576652329213,-0.6830085151338847,7.782915453790113,4.9956412284159555,1.4997301466105266
-4.745346047120599,-0.7158255117242303,8.064734168683406,5.6363742978659,1.78154886150382
-6.351643122351497,-0.924799362890424,8.376287154523599,6.231059716803819,2.093101847344012
-8.265134268948009,-1.2034974680327846,8.711314083362721,6.700538576782456,2.4281287761831347
-10.387315720694273,-1.335906086025582,9.060863843850814,6.990995209761862,2.777678536671228
-12.605156087301983,-1.502209015630472,9.412494589285721,7.032614908698112,3.1293092821061346
-14.740502595101695,-1.4692741819678807,9.753566393203279,6.821436078351174,-2.812804221155894
-12.566906206296864,-1.3563195203747165,10.072357178344589,6.375815702826206,-2.494013436014584
-10.285822772138474,-0.7855988013474016,10.362633816649616,5.805532766100571,-2.2037367977095568
-8.227326741308596,0.6706697418988148,10.627704540973873,5.3014144864850605,-1.9386660733852996
-6.570807083251268,1.3716353031036506,10.868071446493035,4.8073381103831965,-1.6982991678661379
-5.197834801448744,1.6014890320103017,11.0832539252956,4.30364957605137,-1.4831166890635736
-4.054375750041789,1.6126590830609615,11.273175399628302,3.798429486654073,-1.2931952147308707
-3.118040908596092,1.6971707883880691,11.439761319175197,3.3317183909379886,-1.1266092951839757
-2.3826009792352782,1.821464133303479,11.586147207881947,2.927717774134904,-0.9802234064772263
-1.82199106310436,2.0143405707726854,11.716384779380796,2.6047514299769583,-0.849985834978377
-1.404948920860592,2.082591032263621,11.83344968626504,2.341298137684916,-0.7329209280941336
-1.0893407837910507,2.1412320354068104,11.940425466101107,2.139515596721408,-0.6259451482580656
