Reward,Qmax,MaxAngle_raw,MaxAngleSpeed_raw,MaxAngle,MaxAngleSpeed
-959.8435407136026,-0.2523633238939035,-0.6308583091097546,7.433663165025548,3.1153931692993777,8.0
-1628.2514977828337,-0.34234590723586444,3.691624998378872,0.6323115644812621,3.1294239590958064,0.6323115644812621
-1640.12315231065,-0.3912673389267682,72.00050392363445,8.0,3.137622271397812,8.0
-1498.6372647817193,-0.4513314579936428,-2.4320070199352277,1.0767009116056239,3.0156891038634535,1.0767903649723434
-1774.0520686456564,-0.4971373687549752,-2.1592707719423125,1.4857883965140088,3.141591908368801,1.993967301970167
-1634.4172285505488,-0.608706546563599,-0.6676119534822668,3.3391977067167766,3.1392110882059123,5.142451000528308
-1692.4389507565838,-0.6957424660423892,4.1949679451879485,4.049306162529872,3.132747227798036,4.049306162529872
-1916.019151638556,-0.8527908910384129,-3.0994977153557253,0.19701243991053724,3.141353901669957,0.19701243991053724
-1203.3092940579,-0.965938398661326,4.238684189072162,5.089308806322364,3.12269132840312,5.115326891674177
-1459.3860650091412,-1.1515781809037655,-1.6662713593736564,-0.4135846698792704,3.1121183266459616,8.0
-1416.5131470356894,-1.3125983842054203,-1.0511088307777978,4.099614756153029,3.137110652136164,8.0
-1575.9061260336925,-1.456772757535005,4.376228498623988,5.595220944024029,3.1347891076618617,5.595220944024029
-1492.3564063224505,-1.5685639567111604,-1.5611769325524043,3.080426533356871,3.1142588428119184,4.6381943222852815
-1502.0663778403546,-1.732419251497067,4.238536090061864,4.798080157210303,3.1359866841399064,4.798080157210303
-1503.8704394186036,-1.897265365075825,-1.8397932926680467,2.332253547062213,3.1193819237268996,3.387873326318274
-1506.5561459646756,-2.059915502466748,-2.472010364701179,1.2117881058666358,3.055374437349205,1.226430312672515
-1504.3745079271307,-2.5280075073242188,3.787728024701501,3.3665748257767767,3.1068336122468323,3.3665748257767767
-1425.3986541718825,-2.5340794708261543,4.313010205389597,5.758934227588576,3.1372060442256333,5.758934227588576
-1497.8737024274985,-2.5325013195449984,3.634732940550939,2.639248553018055,3.1034367322868075,2.639248553018055
-1536.7116593499275,-2.8410088354019662,3.7714529229514615,3.772880418043637,3.1190775207189514,3.772880418043637
-1542.141558506284,-3.215582713409884,3.826333971167797,4.17230889422106,3.1308610615186208,4.17230889422106
-1372.7913366752389,-3.1280943544665774,-0.5537837816074972,2.45856640891184,3.1158400779795716,5.187635220409901
-1498.1104335333646,-3.4481692883237516,3.978563587698676,4.481191280648206,3.136771640777986,4.481191280648206
-1483.0369859950156,-3.4431718782563903,-1.7487348988082874,2.1499484020282247,3.11255015209891,3.2314071954326056
-1387.2457777453671,-3.876482841057993,4.641184750813609,6.285409077461117,3.1405803352054136,6.285409077461117
-1385.7902108251733,-3.8348362505735465,4.57184715197188,6.133926237402309,3.1389705492654403,6.133926237402309
-1444.5690416142145,-3.965376897672912,4.54941826445059,6.010694419761893,3.1214854890627235,6.010694419761893
-1533.5057066212312,-4.323342892991836,3.7045362604469685,2.119752449299525,3.115177567176428,2.119752449299525
-1518.6042407182904,-5.034153627390838,-2.0843367914225253,2.5098666775082115,3.1411666903018087,2.5098666775082115
-1574.4332689490197,-4.896845130465138,-2.6387846770350363,1.556723153592981,3.139368934282332,1.556723153592981
-1489.4194437721694,-5.275367448377849,3.877024388852852,3.1407215446693546,3.123076703914601,3.1407215446693546
-1494.8879574656833,-5.726314016922037,-2.6226008445550315,0.6860244566748835,2.8419161387056784,0.6860244566748835
-1438.2944388087872,-5.439775941958978,4.202663989214017,5.3117550509864095,3.131494154450538,5.3117550509864095
-1462.9534157936664,-6.181825148699871,4.1660539002745685,4.935233450532673,3.1212884550533198,4.935233450532673
-1386.2972614374862,-6.485199251965661,-0.519389278319344,4.081816829812598,3.1298115950746834,5.232531550049175
