Reward,Action,Angle_unwrap,AngleSpeed,Action_RL,Action_ubar,Action_uBAR,Angle
-0.0012471989855414678,0.004562969583780775,0.014939035538310757,-0.07944802403357999,-3.067398795677743,2.906332259150379,0.1656295,0.014939035538310757
-0.0008545776983848319,0.014285072134775591,0.011633965372961677,-0.06610140330698165,-2.656539920707508,2.505195471829977,0.16562952,0.011633965372961675
-0.0005726993048418893,0.02026333209003095,0.00891713405829469,-0.054336626293339685,-2.4107337830735487,2.265367579250112,0.16562954,0.008917134058294692
-0.00037531269390251584,0.02346312840850695,0.006710664302342615,-0.04412939511904148,-2.2936213485926182,2.1514549261864957,0.16562955,0.006710664302342614
-0.00024038110078010503,0.02465226245445651,0.0049407345373820135,-0.035398595299212084,-2.268349602026441,2.1273723136662688,0.16562955,0.0049407345373820135
-0.00015031388622945292,0.02443304207080832,0.0035393293793079157,-0.028028103161481927,-2.3718688660796428,2.2306723424346613,0.16562957,0.003539329379307916
-9.162584716007618e-05,0.023270969506610676,0.002445181067153515,-0.021882966243088036,-2.5960453423035865,2.453686716292085,0.16562960000000002,0.002445181067153515
-5.4328434317386626e-05,0.02151982124943297,0.0016041256130161533,-0.01682110908274723,-3.284969354853742,3.1408595656839022,0.16562961,0.0016041256130161533
-3.1246226207173204e-05,0.019443151685616836,0.0009690484812104863,-0.012701542636113335,-4.60173651241597,4.455550038781152,0.16562963,0.0009690484812104863
-1.7368937139446828e-05,0.017232633194313784,0.0004995554107201299,-0.009389861409807122,-5.760532664255228,5.612135657227946,0.16562964,0.0004995554107201299
-9.292206747353187e-06,0.015023362121540984,0.0001614708832641683,-0.006761690549119234,-6.775309253979226,6.624702960978009,0.16562966,0.0001614708832641683
-4.7646993315593176e-06,0.012906609826455195,-7.37589123972856e-05,-0.004704595913229078,-7.402489597715575,7.249766552419272,0.16562966,-7.375891239728561e-05
-2.3384512795135083e-06,0.010940229964598204,-0.00022970294253664322,-0.0031188806027871523,-7.959444934728911,7.804755494669592,0.16562967,-0.00022970294253664322
-1.1093573520444904e-06,0.009157089537090712,-0.00032558266141719514,-0.0019175943776110378,-8.228919400605898,8.07244682011907,0.16562967,-0.00032558266141719514
-5.310530654032246e-07,0.007571801389582688,-0.0003768832194633149,-0.0010260111609223953,-8.433111469698497,8.275053601064162,0.16562967,-0.0003768832194633149
-2.855778534608922e-07,0.006186032825162613,-0.00039592165171600905,-0.0003807686450538827,-8.47905959108943,8.319615938989513,0.16562968,-0.00039592165171600905
-1.9617880570174632e-07,0.004992632101268768,-0.0003923624047606485,7.118493910721123e-05,-8.461015975278157,8.300378922454346,0.16562968,-0.0003923624047606485
-1.7028570327524685e-07,0.00397878336305979,-0.0003736758723833419,0.0003737306475461319,-8.353447311052218,8.191796409490196,0.16562968,-0.0003736758723833419
-1.633878290604723e-07,0.003128372063494922,-0.00034553939441808794,0.0005627295593050798,-8.29036309043874,8.127861777577156,0.16562968,-0.00034553939441808794
-1.569383718323946e-07,0.002423725035121116,-0.00031218270572225054,0.0006671337739167475,-8.161197022700879,7.997991062810921,0.16562968,-0.00031218270572225054
-1.4537562981673267e-07,0.0018468461859777465,-0.00027668152190601003,0.000710023676324811,-8.013171494057781,7.849388655318678,0.16562968,-0.00027668152190601003
-1.2887117072851302e-07,0.0013802695642999294,-0.00024120387329661593,0.0007095529721878813,-8.01265425794179,7.8484048425810125,0.16562968,-0.00024120387329661593
-1.0954113576590808e-07,0.0010076136356040877,-0.00020721426758110758,0.0006797921143101669,-7.871116833311228,7.7064947620217525,0.16562968,-0.00020721426758110755
-8.965914737425394e-08,0.0007139067286852098,-0.00017564089637914346,0.0006314674240392821,-7.754079539317619,7.589163761121224,0.16562968,-0.00017564089637914346
-7.09607908100603e-08,0.00048575257788385773,-0.00014701091442340282,0.0005725996391148124,-7.688048053381628,7.522904121034433,0.16562968,-0.00014701091442340282
-5.449619896634732e-08,0.00031137651700507973,-0.000121558517861144,0.0005090479312451761,-7.6349098804883315,7.4695915720802555,0.16562968,-0.000121558517861144
-4.0722064941499196e-08,0.00018058805706999687,-9.931015527942685e-05,0.00044496725163434335,-7.475158950140248,7.3097098532722375,0.16562968,-9.931015527942686e-05
-2.9669264733770568e-08,8.468937045513769e-05,-8.015075323615311e-05,0.0003831880408654748,-7.3176205669839725,7.152075571429348,0.16562968,-8.015075323615311e-05
-2.11077181498538e-08,1.6353571231420005e-05,-6.387435265178133e-05,0.0003255280116874355,-7.162829559344214,6.997216227990366,0.16562968,-6.387435265178133e-05
-1.467771273111442e-08,-3.0514997740205274e-05,-5.0222102773274125e-05,0.00027304499757014407,-6.949778302215747,6.784118102292927,0.16562968,-5.0222102773274125e-05
-9.981329030089078e-09,-6.092908418953158e-05,-3.8910149879394484e-05,0.00022623905787759292,-6.868951430660234,6.703260816650965,0.16562968,-3.8910149879394484e-05
-6.638645224565566e-09,-7.895777346522692e-05,-2.9649510906613142e-05,0.00018521277945562675,-6.777008195540545,6.6112995528419995,0.16562968,-2.964951090661314e-05
-4.317191712382806e-09,-8.78683562115512e-05,-2.2159741264253523e-05,0.00014979539284719232,-6.9910063226030354,6.8252887693217446,0.16562968,-2.2159741264253523e-05
-2.7430640406248705e-09,-9.024375825994468e-05,-1.617779010618499e-05,0.00011963902316137067,-7.166643507081666,7.000923578398327,0.16562968,-1.617779010618499e-05
-1.7008326404227112e-09,-8.810312935114695e-05,-1.1463279547205534e-05,9.429021117958914e-05,-7.31133620144884,7.145618413394411,0.16562968,-1.1463279547205534e-05
-1.0273600197985538e-09,-8.299909269471328e-05,-7.801135166447219e-06,7.324288761516628e-05,-7.50363803008296,7.3379253460651865,0.16562968,-7.801135166447219e-06
-6.031014466469095e-10,-7.610307578076457e-05,-5.002306422783442e-06,5.5976574873275537e-05,-7.634690226199846,7.468984438198986,0.16562968,-5.002306422783442e-06
-3.4302320280009184e-10,-6.828206058351327e-05,-2.903179624349612e-06,4.198253596867661e-05,-7.73475217610484,7.5690542091191775,0.16562968,-2.903179624349612e-06
-1.883010623898318e-10,-6.0160434032674466e-05,-1.3641253170737965e-06,3.0781086145516294e-05,-7.828348062238997,7.662658216879886,0.16562968,-1.3641253170737965e-06
-9.933035821749222e-11,-5.217273144886292e-05,-2.6752119505470535e-07,2.1932082440381825e-05,-7.939566666685053,7.773884809028526,0.16562968,-2.6752119505470535e-07
