Reward,Action,Angle_unwrap,AngleSpeed,Action_RL,Action_ubar,Action_uBAR,Angle
-0.1055161373087702,-5.054339065276912,0.045359043589964516,0.15634201258852742,-6.0976846379971965,2.156016068943691e-09,1.0433456,0.04535904358996452
-0.010546717232721313,-2.458656524873267,0.03643660120471929,-0.17844884770490455,-3.5019653794204246,4.4406948861389526e-10,1.0433089,0.03643660120471929
-0.006359506752775797,-1.3592209977421663,0.018686071563055438,-0.3550105928332771,-2.402511136144549,1.577542938617658e-10,1.0432900999999999,0.018686071563055438
-0.031563285869210284,4.3140311190772795,0.033991462220035344,0.30610781313959823,3.2707494461431312,-1.4509219723866356e-09,1.0432816999999999,0.033991462220035344
-0.03050009873911541,-4.469281811292347,0.017051673674764258,-0.3387957709054217,-5.512599726893054,1.59161351112375e-09,1.0433179,0.017051673674764258
-0.02597291665481277,3.768806129447656,0.029017337876496036,0.2393132840346356,2.7255236216585383,-1.0609796475371523e-09,1.0432825000000001,0.029017337876496036
-0.01833284117294727,-3.4298324279714176,0.016347256340429446,-0.2534016307213318,-4.473146647362888,8.703516887137607e-10,1.0433142,0.016347256340429446
-0.0069753289484719904,0.535590807790106,0.008307100672651328,-0.16080311335556235,-0.5076959925507183,-4.369713808601985e-11,1.0432868,0.008307100672651328
-0.003265321059680853,-0.781376357212774,-0.005281864981834257,-0.2717793130897117,-1.8246685220864312,7.110594167574362e-11,1.0432921999999998,-0.005281864981834257
-0.01146702124780136,2.0131377617449533,-0.003970366439090357,0.026229970854877997,0.9698508424545228,-3.033811654975622e-10,1.0432869,-0.003970366439090357
-0.0006614147591960142,-0.7595062951882516,-0.008504053460548913,-0.09067374042917108,-1.802809427314173,6.873151792830522e-11,1.0433031,-0.008504053460548913
-0.0011182737820116544,-0.4730561662319962,-0.016904559889756882,-0.16801012858415934,-1.5163528610252586,3.7708240664189226e-11,1.0432967,-0.016904559889756882
-0.003120837353235078,0.11105348928385564,-0.025106055953651292,-0.16402992127788832,-0.932239271557514,-7.62930572568459e-12,1.0432928,-0.025106055953651292
-0.003392008031973334,0.26666923141309073,-0.03224891097895335,-0.14285710050604106,-0.7766241254628308,-1.952527987646672e-11,1.0432934,-0.03224891097895335
-0.003163581230583914,0.2877044573101935,-0.038443107130678215,-0.1238839230344973,-0.7555903300754494,-2.1278483615855023e-11,1.0432948,-0.038443107130678215
-0.003119429093033841,0.3268546596445003,-0.043627154791143166,-0.10368095320929917,-0.7164414390400213,-2.4584822312060225e-11,1.0432960999999998,-0.043627154791143166
-0.0030646144303595265,0.29378868145362336,-0.048243286714679916,-0.0923226384707348,-0.7495087285358675,-2.1800660574235707e-11,1.0432974,-0.048243286714679916
-0.003301198403549757,0.34847773687160505,-0.05205425718179465,-0.0762194093422947,-0.6948205075782679,-2.64454358593344e-11,1.0432982,-0.05205425718179465
-0.0034007972438090425,0.3319815010084185,-0.05532651960138039,-0.0654452483917148,-0.7113176971172009,-2.501519180690039e-11,1.0432992,-0.05532651960138039
-0.003598947695113009,0.3310828751320965,-0.058189346630818026,-0.05725654058875292,-0.7122171574586367,-2.4928365229403797e-11,1.0433,-0.058189346630818026
-0.003806830187085007,0.3049573441391115,-0.06094586285426229,-0.05513032446888512,-0.7383431652910079,-2.2700320368627147e-11,1.0433005,-0.06094586285426229
-0.004131531903557066,0.3364497539040417,-0.06346306118568489,-0.05034396662845187,-0.7068509939419902,-2.5366904876570913e-11,1.0433006999999999,-0.06346306118568489
