Reward,Action,Angle,AngleSpeed
-1.0621943199091295,-2.239640258703035,1.051698989233558,0.4783025158856591
-1.132948093625143,-2.196699708416348,1.093174140319256,0.8295030217139641
-1.2678372273660043,-2.1688856900722913,1.152952682866751,1.1955708509498981
-1.4762388548937444,-2.1396989085054283,1.2320049539200235,1.5810454210654505
-1.7718066688306826,-2.160924662755436,1.331425613913198,1.9884131998634877
-2.1720728707232713,-2.0931289258087804,1.4522770501207574,2.4170287241511894
-2.6973114156446427,-2.0642406916712557,1.5953654166305635,2.861767330196123
-3.3681620377985975,-2.0426208002169566,1.7609424654564163,3.311540976517057
-4.201548730562877,-2.0366517111485867,1.9483436377214622,3.7480234453009196
-5.2048109053022396,-2.0607154977556155,2.1556037447604535,4.145202140779823
-6.368897583217853,-2.050624090735076,2.3791320423284406,4.470565951359741
-7.6628652673795985,-2.0591613420363384,2.613561698548475,4.688593124400684
-9.029681165630384,0.828169604041322,2.873096381413039,5.190693657291276
-10.952774587545328,1.9395118644249427,3.157125474006668,5.68058185187258
-13.002762528524569,1.9003763745795499,3.454824932066106,5.95398916118876
-11.548235355050261,1.9011181927683531,3.755227704890704,6.008055456491965
-10.002666949607244,1.5570079668394452,4.04571392004223,5.809724303030514
-8.382793962796642,1.1072970766410526,4.315034285630303,5.3864073117614595
-6.778360630643824,1.8449428713667704,4.56361342648261,4.9715828170461425
-5.432180047354218,1.894471904156264,4.789315357280637,4.514038615960537
-4.2726349262687116,1.825660543291509,4.991320643712204,4.04010572863135
-3.304562481424864,1.8446525030977834,5.171110194016445,3.5957910060848146
-2.5331708042464975,1.867739539026284,5.331284560382006,3.20348732731121
-1.9358479502533996,1.8707786815271101,5.474945279345612,2.87321437927213
-1.4822200681366273,1.8525762111043476,5.60538509907228,2.6087963945333628
-1.1434606070905187,1.8616181582652036,5.7262715172667615,2.417728363889628
-0.8983290481589471,1.9065766725309825,5.8416359280635595,2.307288215935958
-0.7309100376832343,1.8937508668757814,5.955178191989895,2.2708452785267172
-0.6264161786666874,1.7758612420218163,6.0699585265035045,2.2956066902721957
-0.5741672079971901,1.31169369803255,6.186641012488384,2.3336497196976045
-0.5540279462346562,-0.3391813272625528,6.297164849035752,2.210476730947363
-0.4896248488017423,-0.8992682610099854,6.401468389370392,2.086070806692804
-0.45129006264453436,-1.459463620094925,6.499251232336352,1.9556568593191956
-0.43238930868415665,-1.8015131223739331,6.591562302782662,1.8462214089261917
-0.43994972049492104,-2.0177488509185397,6.680255095495225,1.7738558542512648
-0.4763208759591746,-2.079163450428407,6.76844980460848,1.7638941822650893
-0.5506139010877794,-2.158546427389291,6.859136101373772,1.8137259353058497
-0.6646794941730203,-2.183195580098164,6.955246114785932,1.9222002682431902
-0.8251511162439138,-2.1565528767815594,7.0597036271819675,2.08915024792071
-1.043435577138037,-2.1141487797216976,7.175441139133625,2.3147502390331463
-1.3359273365663942,-2.1308077694571272,7.305372011719501,2.5986174517175344
-1.7241469249752663,-2.1374451161581964,7.4522997754486475,2.9385552745829306
-2.234339350093966,-2.101940546314578,7.6187427171180735,3.328858833388518
-2.8958437085044793,-2.0723124059842934,7.8066528594173565,3.7582028459856653
-3.7373622458788187,-2.068587677685322,8.017021009314249,4.207362997937859
-4.780376581638462,-2.0274436969692315,8.249391852825804,4.647416870231109
-6.029735412986707,-1.9796151832621565,8.501522031130404,5.042603566092024
-7.4677664570668005,-1.9908701016269332,8.76862955519436,5.342150481279137
-9.035219083181072,-1.9821192517744042,9.04374879419879,5.5023847800885655
-10.65101746089284,1.6379463404485577,9.345097981634307,6.026983748710367
-13.011591631306237,1.9568072459717445,9.664108061884798,6.380201605009808
-12.497640330840913,1.9532422504312978,9.988878013704262,6.495399036389267
-10.863081189096974,0.7695573230763364,10.29937006366191,6.20984099915293
-8.995504113476379,0.009650835099759135,10.581161420721793,5.635827141197664
-7.121180722986414,1.9673393042422518,10.843382089228767,5.244413370139466
-5.722972697780904,1.973849122930305,11.083340084746881,4.7991599103623015
-4.506444305186573,1.967528627896021,11.300698880448317,4.347175914028712
-3.4956457157425875,1.9816495579542808,11.497152190430475,3.929066199643155
-2.690888339069332,1.9759000184556432,11.675543813696786,3.567832465326215
-2.070348569073338,1.9578892285776273,11.839459910671986,3.278321939503982
-1.6068084231422182,1.915666490781133,11.99282234163122,3.067248619184697
-1.2724186967423539,1.630848369436138,12.13806803762283,2.9049139198322003
-1.0280111903718974,0.8459343765439398,12.274083467575746,2.720308599058323
-0.8254637753678546,0.15527968956935387,12.4004581282125,2.527493212735081
-0.6664044221237337,-0.23510640606757982,12.518876277469916,2.368362985148294
-0.5636187202558687,-0.6698397399861162,12.630490260553243,2.2322796616665483
-0.5038015216058492,-1.1759863046755716,12.735687185816424,2.1039385052636193
-0.4737846135374469,-1.5686901460508529,12.835438012466025,1.9950165329920224
-0.4734938178545148,-1.7571159436339518,12.931979188523206,1.9308235211436386
-0.5099603047335024,-1.8662069154019698,13.027930726912194,1.9190307677797616
-0.5849828069826181,-1.9175924264879003,13.126200778685302,1.965401035462143
-0.7036562890214165,-1.991570514048932,13.229448137707468,2.064947180443338
-0.8700341095787806,-1.9903823268361434,13.34085057293641,2.228048704578842
-1.0999790497225013,-1.9338408639685518,13.463974618643677,2.4624809141453077
-1.4156567399991593,-1.892766820976089,13.602221736485113,2.7649423568287332
-1.8409814321236169,-1.8717000976340974,13.758692224777736,3.1294097658524582
-2.4043961981480124,-1.8560245730114102,13.936088628048166,3.5479280654085996
-3.138426793658894,-1.8761665446798925,14.136158223996583,4.001391918968353
-4.068965464152643,-1.902260724237799,14.359460845434901,4.466052428766352
-5.213414479022629,-1.9181951398234545,14.604954288986525,4.909868871032469
-6.570067262713255,-1.8874933596541912,14.869762839267604,5.296171005621589
-8.114272596676452,-1.9272059643841524,15.147996373612598,5.564670686899854
-9.763043177489797,-1.3021640774998071,15.436382107952108,5.767714686790198
-11.567619244177097,2.036141312152558,15.7498274039898,6.268905920753835
-13.542235026832506,2.017253566225308,16.076703253456596,6.537516989335956
-11.966534630492657,1.9773398839509122,16.404892637081083,6.563787672489732
-10.287125566628431,-1.5543909740552788,16.697354109432283,5.849229447023993
-8.053629945039111,-0.5556911115458669,16.95430946403167,5.1391070919877535
-6.236793990825024,1.9474819228875644,17.190327452006343,4.720359759493446
-4.985218740011383,2.0231221039612968,17.403991974021885,4.273290440310799
-3.919756245085733,2.0435115429432,17.595450170964337,3.8291639388490557
-3.0430308806820343,2.072996820560168,17.76627319595326,3.4164604997784984
-2.34472169820662,2.075886887517727,17.918964959929365,3.0538352795221004
-1.8025905292744784,2.050244452044974,18.05658273273728,2.752355456158285
-1.3903525338624148,2.036928010750303,18.182483900746252,2.518023360179426
-1.083029245165127,2.0373835399340887,18.300184256946405,2.3540071240030493
-0.8598898995833429,1.9863835834648893,18.413201810480935,2.260351070690572
-0.7051615723034418,1.9590726860370589,18.525063483508575,2.237233460552786
