Reward,Action,Angle,AngleSpeed
-0.35936532965888285,2.2887758758189,-0.4983657344593316,0.7448194422288823
-0.30707092887591836,1.7963639499040611,-0.4655766838263141,0.6557810126603486
-0.261499644009645,1.316480850735787,-0.43974920853626087,0.5165495058010646
-0.2212115266762106,1.0722971013716915,-0.42184372552389815,0.35810966024725466
-0.19174988432724985,0.9866623977467867,-0.41189239619478135,0.1990265865823354
-0.1745540072334773,0.9682473721818121,-0.40969211791785515,0.044005565538524
-0.16900833122820594,0.9833873928171157,-0.41505369459585106,-0.10723153355991871
-0.17455723912662158,1.0666815597892572,-0.4275366245731289,-0.24965859954555636
-0.19025215078313176,1.1097944850476382,-0.4472447365114717,-0.3941622387668548
-0.2171059687809329,1.2416631575218702,-0.47385848416382964,-0.5322749530471589
-0.2543393373578534,1.2107071403420995,-0.5085040410525734,-0.6929111377748753
-0.30760312426090863,1.0070650469877056,-0.5538542767578097,-0.9070047141047274
-0.38979580171429934,0.8806172213639998,-0.6123237284480906,-1.1693890338056165
-0.5122995957716913,0.7824168407165623,-0.6864789495008743,-1.4831044210556732
-0.692012766962317,0.8941736291148337,-0.7776960300543702,-1.8243416110699175
-0.9388849812221933,1.1187647973310049,-0.8868338607762701,-2.1827566144379995
-1.265040544118536,1.4572589721485678,-1.014107563578332,-2.545474056041238
-1.679659987912964,1.817146226443966,-1.1595905201685377,-2.909659131804111
-2.1944534536399014,1.786519758092875,-1.3260485602142182,-3.3291608009136104
-2.8667419512151313,-0.07748119097472717,-1.5294701520017946,-4.068431835751525
-3.995908547036423,-1.1898911531637961,-1.779283909756722,-4.996275155098548
-5.663470525652391,-1.1587715856557064,-2.0744763946915143,-5.903849698695846
-7.790424527516685,-1.1950267383111821,-2.4114745415951275,-6.7399629380722645
-10.359265134464378,-1.1600125189733315,-2.782183694055552,-7.4141830492084875
-13.23892429117888,-1.16925403280638,-3.174851789970135,-7.853361918291661
-15.83077272360319,-1.2272438340215361,-3.574851789970135,-8.0
-13.736713268195919,-1.281728425134526,-3.9687210896635676,-7.87738599386866
-11.563669450697027,-1.2664228737576952,-4.344488921568625,-7.515356638101146
-9.409367152103844,1.6628098922435066,-4.672795004512342,-6.5661216588743425
-6.908752290838573,2.765648786771454,-4.948630477671064,-5.516709463174443
-4.828444923072366,2.7707102028127233,-5.173007531404913,-4.487541074676983
-3.250297183515306,2.741204144358608,-5.348792920579839,-3.5157077834985038
-2.1131092540307685,2.71505757779926,-5.479419380345724,-2.6125291953177037
-1.3325705447778347,2.639113268186797,-5.5680467871984725,-1.7725481370549714
-0.8296157925784828,2.5233331509749792,-5.617084618829656,-0.9807566326236753
-0.5422919536790435,1.5535344911715523,-5.631298757693197,-0.28428277727081375
-0.4331807591169519,0.37817452373325444,-5.619925818402113,0.22745878582169332
-0.44514377596939514,-0.2384881365845165,-5.5872532190877475,0.653451986287304
-0.5275987720812523,-0.7598361712258773,-5.536238101496682,1.0203023518213077
-0.6630052711917334,-0.9866378266748026,-5.467145196671045,1.3818580965127394
-0.8571924820432638,-0.5637731766329189,-5.374964143779274,1.843621057835421
-1.1649461944242077,0.4320327378467266,-5.249977442687407,2.499734021837334
-1.6935545626219017,1.0812277189876167,-5.0846710570351235,3.306127713045663
-2.532376591107128,1.7006286516842217,-4.871678718327656,4.259846774149337
-3.8086385951983384,1.2877464435498815,-4.6120030240924805,5.193513884703511
-5.490422924741335,-0.5604055462678776,-4.319219162960516,5.8556772226392955
-7.28714707445062,-1.0433049593634935,-3.9996213657465556,6.3919559442792035
-9.301850826090968,-1.2151016900606737,-3.660766020613037,6.777106902670373
-11.471781971108644,-1.334638351836647,-3.3133143656104527,6.949033100051684
-13.650850371035272,-1.3456815734577225,-2.9695473602606897,6.875340106995259
-13.54681592175245,-1.254686508838693,-2.6416104213677225,6.558738777859344
-11.281161488848293,-1.1620821615313122,-2.340366971655107,6.024868994252307
-9.107477194464696,-0.5049679794992376,-2.069843637763956,5.410466677823021
-7.2117224509899716,0.39344505933728835,-1.8292959249409853,4.810954256459413
-5.662370579082271,1.2324416018949886,-1.615758948142127,4.270739535977163
-4.4385985969171955,2.104452235690233,-1.4246840720290832,3.8214975222608794
-3.494109036357974,2.6057245790020174,-1.2557096177203344,3.379489086174976
-2.7229012923929257,2.6574639559680806,-1.1073890200905976,2.9664119525947372
-2.110270429066906,2.683078973396677,-0.9776134711469284,2.595510978873382
-1.6333958231131724,2.748908351080314,-0.8639316343151895,2.2736367366347796
-1.2673202697880397,2.7732908819243485,-0.763764866654555,2.00333535321269
-0.9886720252790315,2.7449957509090055,-0.6745348040114494,1.7846012528621134
-0.7774773649944668,2.714888551960697,-0.593724768895196,1.6162007023250682
-0.6177195722192581,2.6739462567541445,-0.5188941919654262,1.4966115385953966
-0.49723579220114056,2.3679305606394268,-0.44766062226650194,1.424671393978485
